Agent,Prior,Target,Score,SMILES,SMILES_state,Input_Scaffold,R-groups,Scaffold,QED,QED (raw),SAScore,SAScore (raw),MW_endpoint,MW_endpoint (raw),step
20.0679,31.5447,48.9291,0.6706152,CC(=O)NC(c1cc(C)ccc1-n1ccccc1=O)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1(=O)ccccn1*|C*,O=c1oc2ccccc2cc1Cc1ccccc1-n1ccccc1=O,0.4977432,0.4977,0.6059195,3.1192,1.0000000,416.4330,37
22.0000,35.5731,22.0046,0.4798144,CC(=O)NC(c1cc(-c2ccc(C)o2)ccc1-c1cc(C)cc(N)n1)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1(C)cc(N)nc(*)c1|c1(C)oc(*)cc1,O=c1oc2ccccc2cc1Cc1cc(-c2ccco2)ccc1-c1ccccn1,0.2839563,0.2840,0.3890169,3.3872,1.0000000,495.5350,37
23.3810,32.4188,-32.4188,0.0000000,CC(=O)NC(c1cc(NCC(C)O)ccc1-c1ccc(F)cc1Cl)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1(F)cc(Cl)c(*)cc1|C(C)(CN*)O,O=c1oc2ccccc2cc1Cc1ccccc1-c1ccccc1,0.2609701,0.2610,0.3020734,3.5046,1.0000000,510.9490,37
17.6685,24.4628,44.5253,0.5749010,CC(=O)NC(c1cc(-c2cccnc2)ccc1-c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1c(*)ccc(Cl)c1|n1cccc(*)c1,O=c1oc2ccccc2cc1Cc1cc(-c2cccnc2)ccc1-c1ccccc1,0.2864317,0.2864,0.6633736,3.0438,1.0000000,496.9500,37
20.7572,41.5879,16.0835,0.4805952,CC(=O)NC(c1cc(Cc2ccsc2)ccc1-c1ccnc(N)n1)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1c(*)nc(N)nc1|c1(C*)cscc1,O=c1oc2ccccc2cc1Cc1cc(Cc2ccsc2)ccc1-c1ccncn1,0.2954448,0.2954,0.3757180,3.4044,1.0000000,498.5640,37
14.7750,31.7083,18.6221,0.4194197,CC(=O)NC(c1cc(C2CC2C)ccc1-c1cccs1)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1c(*)scc1|C1(C)CC1*,O=c1oc2ccccc2cc1Cc1cc(C2CC2)ccc1-c1cccs1,0.3933728,0.3934,0.1875608,3.6957,1.0000000,445.5400,37
15.0050,24.2966,-24.2966,0.0000000,CC(=O)NC(c1cc(C(C)(C)C)ccc1-c1cc(C)ccc1Cl)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1c(C)cc(*)c(Cl)c1|*C(C)(C)C,O=c1oc2ccccc2cc1Cc1ccccc1-c1ccccc1,0.3143558,0.3144,0.5858496,3.1446,1.0000000,489.9990,37
12.7531,30.6918,43.9394,0.6219266,CC(=O)NC(c1cc(C2CC2)ccc1-c1ccc(C)nc1)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1c(C)ncc(*)c1|C1(*)CC1,O=c1oc2ccccc2cc1Cc1cc(C2CC2)ccc1-c1cccnc1,0.4275127,0.4275,0.5626891,3.1734,1.0000000,440.4990,37
12.6041,19.7943,46.1807,0.5497917,CC(=O)NC(c1cc(N)ccc1-c1sccc1C)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1cc(C)c(*)s1|*N,O=c1oc2ccccc2cc1Cc1ccccc1-c1cccs1,0.3363277,0.3363,0.4941193,3.2572,1.0000000,420.4900,37
18.9954,38.9001,5.3502,0.3687519,CC(=O)NC(c1cc(C2CCNC2)ccc1Nc1nccnc1C)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1nc(C)c(N*)nc1|N1CCC(*)C1,O=c1oc2ccccc2cc1Cc1cc(C2CCNC2)ccc1Nc1cnccn1,0.3047460,0.3047,0.1645374,3.7440,1.0000000,485.5440,37
23.7694,35.2770,17.8927,0.4430804,CC(=O)NC(c1cc(Nc2ccc(C)c(C)c2)ccc1Nc1cc(C)ccn1)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1nc(N*)cc(C)c1|c1(N*)ccc(C)c(C)c1,O=c1oc2ccccc2cc1Cc1cc(Nc2ccccc2)ccc1Nc1ccccn1,0.1754122,0.1754,0.4963084,3.2545,0.9991628,534.6160,37
14.1078,24.0834,45.6235,0.5808913,CC(=O)NC(c1cc(C(C)C)ccc1Nc1nccc(C)n1)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1nc(N*)nc(C)c1|C(*)(C)C,O=c1oc2ccccc2cc1Cc1ccccc1Nc1ncccn1,0.3588660,0.3589,0.5462008,3.1937,1.0000000,458.5180,37
15.4528,36.8810,15.5188,0.4366647,CC(=O)NC(c1cc(N2CCC(N)C2)ccc1-c1cnccn1)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1ncc(*)nc1|*N1CCC(N)C1,O=c1oc2ccccc2cc1Cc1cc(N2CCCC2)ccc1-c1cnccn1,0.3783402,0.3783,0.2200705,3.6346,1.0000000,471.5170,37
18.8077,33.3960,23.8738,0.4772483,CC(=O)NC(c1cc(N2CCNCC2)ccc1Nc1ncncc1C)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,c1ncnc(N*)c1C|N1CCN(*)CC1,O=c1oc2ccccc2cc1Cc1cc(N2CCNCC2)ccc1Nc1ccncn1,0.2949842,0.2950,0.3684974,3.4138,1.0000000,500.5590,37
15.8596,39.1356,15.2588,0.4532864,CC(=O)NC(c1cc(-c2ncc[nH]2)ccc1-c1ncc[nH]1)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,n1c(*)[nH]cc1|[nH]1ccnc1*,O=c1oc2ccccc2cc1Cc1cc(-c2ncc[nH]2)ccc1-c1ncc[nH]1,0.3081757,0.3082,0.3022175,3.5044,1.0000000,441.4470,37
19.3454,40.7332,13.4739,0.4517258,CC(=O)NC(c1cc(-c2ccn3ccnc3c2)ccc1-c1cnn(C)c1)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,n1cc(*)cn1C|c12nccn1ccc(*)c2,O=c1oc2ccccc2cc1Cc1cc(-c2ccn3ccnc3c2)ccc1-c1cn[nH]c1,0.3349637,0.3350,0.2751864,3.5444,1.0000000,505.5340,37
31.0474,47.0927,-2.6034,0.3707442,CC(=O)NC(c1cc(-c2ccc3c(c2)CNNC3=O)ccc1-c1cncnc1)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,n1cncc(*)c1|N1NCc2c(ccc(*)c2)C1=O,O=C1NNCc2cc(-c3ccc(-c4cncnc4)c(Cc4cc5ccccc5oc4=O)c3)ccc21,0.2507839,0.2508,0.2033038,3.6652,0.9994888,533.5440,37
19.5912,41.9759,16.3228,0.4858223,CC(=O)NC(c1cc(-c2cncc(C)n2)ccc1-c1ccoc1C)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,o1c(C)c(*)cc1|c1(*)cncc(C)n1,O=c1oc2ccccc2cc1Cc1cc(-c2cnccn2)ccc1-c1ccoc1,0.3369566,0.3370,0.3402972,3.4512,1.0000000,481.5080,37
11.0741,19.5202,49.9807,0.5791743,CC(=O)NC(c1cc(N)ccc1-c1ccsc1)c1c(O)c2ccccc2oc1=O,1,c1(=O)oc2c(c(O)c1C(NC(=O)C)c1c([*])ccc([*])c1)cccc2,s1cc(*)cc1|*N,O=c1oc2ccccc2cc1Cc1ccccc1-c1ccsc1,0.3504127,0.3504,0.5544317,3.1835,1.0000000,406.4630,37
10.9442,34.3907,23.8913,0.4856834,CC(=O)NC(c1cc(C(C)(C)C)ccc1Nc1cnc(C)s1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*C(C)(C)C|*Nc1cnc(C)s1,O=c1oc2ccccc2cc1Cc1ccccc1Nc1cncs1,0.3265632,0.3266,0.3508267,3.4371,1.0000000,477.5860,38
13.5188,31.1689,-31.1689,0.0000000,CC(=O)NC(c1cc(C(C)(C)C)ccc1-c1cc(F)cc(F)c1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*C(C)(C)C|c1(F)cc(*)cc(F)c1,O=c1oc2ccccc2cc1Cc1ccccc1-c1ccccc1,0.3552551,0.3553,0.5443269,3.1960,1.0000000,477.5070,38
11.0488,27.6809,47.3924,0.6256111,CC(=O)NC(c1cc(C(C)C)ccc1-c1cnn(C)c1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*C(C)C|*c1cnn(C)c1,O=c1oc2ccccc2cc1Cc1ccccc1-c1cn[nH]c1,0.4606197,0.4606,0.5315826,3.2115,1.0000000,431.4920,38
13.5119,30.1285,42.5822,0.6059223,CC(=O)NC(c1cc(C2CC2)ccc1-c1cc(C)ccc1C)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*C1CC1|c1c(C)c(*)cc(C)c1,O=c1oc2ccccc2cc1Cc1cc(C2CC2)ccc1-c1ccccc1,0.3696465,0.3696,0.6018168,3.1244,1.0000000,453.5380,38
16.1338,25.6438,-25.6438,0.0000000,CCCCc1ccc(NCC)c(C(NC(C)=O)c2c(O)c3ccccc3oc2=O)c1,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*CCCC|C(N*)C,O=c1oc2ccccc2cc1Cc1ccccc1,0.4775187,0.4775,0.6771940,3.0248,1.0000000,408.4980,38
17.3587,42.7314,14.0655,0.4733075,CC(=O)NC(c1cc(Cn2ccnc2)ccc1-c1nncs1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*Cn1ccnc1|n1ncsc1*,O=c1oc2ccccc2cc1Cc1cc(Cn2ccnc2)ccc1-c1nncs1,0.3619515,0.3620,0.2929407,3.5179,1.0000000,473.5140,38
10.1871,25.1213,43.0636,0.5682078,CC(=O)NC(c1cc(N)ccc1-c1csc(C)n1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*N|c1sc(C)nc1*,O=c1oc2ccccc2cc1Cc1ccccc1-c1cscn1,0.3412002,0.3412,0.5376657,3.2041,1.0000000,421.4780,38
11.2765,23.9667,-23.9667,0.0000000,CC(=O)NC(c1cc(-c2cnc[nH]2)ccc1N)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*c1[nH]cnc1|N*,O=c1oc2ccccc2cc1Cc1cccc(-c2cnc[nH]2)c1,0.3125963,0.3126,0.4771880,3.2778,1.0000000,390.3990,38
23.1518,42.1145,-9.3319,0.2731883,CC(=O)Nc1ccc(-c2ccc(-c3sc(C)cc3C)cc2C(NC(C)=O)c2c(O)c3ccccc3oc2=O)cc1,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*c1c(C)cc(C)s1|c1(*)ccc(NC(C)=O)cc1,O=c1oc2ccccc2cc1Cc1cc(-c2cccs2)ccc1-c1ccccc1,0.2033325,0.2033,0.4403473,3.3229,0.2277111,552.6520,38
14.3041,47.7051,12.4851,0.5015846,CC(=O)NC(c1cc(-c2ccnc(C)c2)ccc1Nc1cnccn1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*c1ccnc(C)c1|*Nc1cnccn1,O=c1oc2ccccc2cc1Cc1cc(-c2ccncc2)ccc1Nc1cnccn1,0.2920360,0.2920,0.4321118,3.3331,1.0000000,493.5230,38
24.8235,54.0355,-22.6451,0.2615870,CC(=O)NC(c1cc(-c2cn[nH]c2)ccc1C(C)c1c[nH]c(=O)[nH]1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*c1cn[nH]c1|C(*)(C)c1c[nH]c(=O)[nH]1,O=c1[nH]cc(Cc2ccc(-c3cn[nH]c3)cc2Cc2cc3ccccc3oc2=O)[nH]1,0.2323549,0.2324,0.0770366,4.0049,1.0000000,485.5000,38
14.3973,43.3827,9.8641,0.4437228,CC(=O)NC(c1cc(-c2cnc(C)s2)ccc1-c1cnc(C)s1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*c1cnc(C)s1|c1nc(C)sc1*,O=c1oc2ccccc2cc1Cc1cc(-c2cncs2)ccc1-c1cncs1,0.3030980,0.3031,0.2882387,3.5248,1.0000000,503.6050,38
13.1010,51.0144,8.0798,0.4924517,CC(=O)NC(c1cc(-c2cnc(N)nc2)ccc1-c1cncc(F)c1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*c1cnc(N)nc1|c1c(*)cc(F)cn1,O=c1oc2ccccc2cc1Cc1cc(-c2cncnc2)ccc1-c1cccnc1,0.3095554,0.3096,0.3857914,3.3914,1.0000000,497.4860,38
20.1603,42.8426,18.9511,0.5149468,CC(=O)NC(c1cc(-c2csc(C)n2)ccc1-c1ccc(F)cc1C)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,*c1csc(C)n1|c1cc(F)cc(C)c1*,O=c1oc2ccccc2cc1Cc1cc(-c2cscn2)ccc1-c1ccccc1,0.2697765,0.2698,0.5061543,3.2425,0.9999999,514.5780,38
15.1481,27.7469,38.4853,0.5519347,C#Cc1ccc(C2CCNCC2)c(C(NC(C)=O)c2c(O)c3ccccc3oc2=O)c1,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,C(*)#C|*C1CCNCC1,O=c1oc2ccccc2cc1Cc1ccccc1C1CCNCC1,0.4488965,0.4489,0.3745561,3.4059,1.0000000,416.4770,38
12.8978,32.9380,37.0551,0.5832758,CC(=O)NC(c1cc(C(C)(C)C)ccc1-c1nccs1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,C(*)(C)(C)C|*c1sccn1,O=c1oc2ccccc2cc1Cc1ccccc1-c1nccs1,0.4215845,0.4216,0.4706925,3.2857,1.0000000,448.5440,38
12.4170,26.5312,49.5075,0.6336559,CC(=O)NC(c1cc(C(C)C)ccc1Cc1ccncc1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,C(*)(C)C|*Cc1ccncc1,O=c1oc2ccccc2cc1Cc1ccccc1Cc1ccncc1,0.4172616,0.4173,0.6097505,3.1143,1.0000000,442.5150,38
13.7245,30.6554,22.0519,0.4392275,CC(=O)NC(c1cc(C(C)C)ccc1C(C)n1cncn1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,C(*)(C)C|C(*)(C)n1cncn1,O=c1oc2ccccc2cc1Cc1ccccc1Cn1cncn1,0.4325276,0.4325,0.1959091,3.6793,1.0000000,446.5070,38
10.5274,23.2471,55.5417,0.6565738,CC(=O)NC(c1cc(C(C)C)ccc1-c1cccnc1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,C(*)(C)C|c1ncc(*)cc1,O=c1oc2ccccc2cc1Cc1ccccc1-c1cccnc1,0.4407823,0.4408,0.6421351,3.0723,1.0000000,428.4880,38
8.8700,8.6402,-8.6402,0.0000000,CC(=O)NC(c1cc(C(C)C)ccc1C(C)C)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,C(C)(*)C|*C(C)C,O=c1oc2ccccc2cc1Cc1ccccc1,0.5998761,0.5999,0.6533329,3.0573,1.0000000,393.4830,38
14.7979,29.9855,41.1249,0.5925871,CC(=O)NC(c1cc(C(C)C)ccc1Cc1nccn1C)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,C(C)(*)C|n1ccn(C)c1C*,O=c1oc2ccccc2cc1Cc1ccccc1Cc1ncc[nH]1,0.4342665,0.4343,0.4791816,3.2753,1.0000000,445.5190,38
11.0228,18.4038,-18.4038,0.0000000,CC(=O)NC(c1cc(C(C)C)ccc1C1CC1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,C(C)(C)*|C1CC1*,O=c1oc2ccccc2cc1Cc1ccccc1C1CC1,0.6166681,0.6167,0.6352587,3.0813,1.0000000,391.4670,38
22.3126,35.6026,21.0394,0.4720166,CC(=O)NC(c1cc(NC(C)C)ccc1-c1c(C)coc1C)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,C(C)(N*)C|c1c(C)c(*)c(C)o1,O=c1oc2ccccc2cc1Cc1ccccc1-c1ccoc1,0.3319106,0.3319,0.3168479,3.4836,1.0000000,460.5300,38
17.3592,25.8394,36.6549,0.5207863,CC(=O)NC(c1cc(C(C)n2ccnc2)ccc1C)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,C(n1cncc1)(*)C|*C,O=c1oc2ccccc2cc1Cc1cccc(Cn2ccnc2)c1,0.4810472,0.4810,0.2936236,3.5169,1.0000000,417.4650,38
12.7228,33.9992,29.8233,0.5318547,CC(=O)NC(c1cc(C2CC2)ccc1-c1cnc(N)s1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,C1(*)CC1|c1(*)sc(N)nc1,O=c1oc2ccccc2cc1Cc1cc(C2CC2)ccc1-c1cncs1,0.3924842,0.3925,0.3833159,3.3946,1.0000000,447.5160,38
17.9521,35.4100,35.7403,0.5929190,CSCCc1ccc(-c2ccccn2)c(C(NC(C)=O)c2c(O)c3ccccc3oc2=O)c1,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,CSCC*|c1nc(*)ccc1,O=c1oc2ccccc2cc1Cc1ccccc1-c1ccccn1,0.3888124,0.3888,0.5361003,3.2060,1.0000000,460.5550,38
22.6949,55.3671,4.5971,0.4997015,COc1cncc(-c2ccc(-c3cc(C)ncn3)c(C(NC(C)=O)c3c(O)c4ccccc4oc3=O)c2)c1,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,O(C)c1cncc(*)c1|c1(C)cc(*)ncn1,O=c1oc2ccccc2cc1Cc1cc(-c2cccnc2)ccc1-c1ccncn1,0.3196691,0.3197,0.3903295,3.3856,1.0000000,508.5340,38
12.0678,24.2706,40.2473,0.5376494,CC(=O)NC(c1cc(-c2cc(C)n[nH]2)ccc1C(C)C)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,[nH]1c(*)cc(C)n1|C(*)(C)C,O=c1oc2ccccc2cc1Cc1cccc(-c2ccn[nH]2)c1,0.4019765,0.4020,0.3866311,3.3903,1.0000000,431.4920,38
15.2667,29.0834,38.7732,0.5654718,CC(=O)NC(c1cc(-c2ccn[nH]2)ccc1C(F)(F)F)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,[nH]1c(*)ccn1|C(F)(F)(F)*,O=c1oc2ccccc2cc1Cc1cccc(-c2ccn[nH]2)c1,0.4111973,0.4112,0.4397265,3.3237,1.0000000,443.3810,38
15.1582,51.4289,3.7848,0.4601137,CC(=O)NC(c1cc(-c2ccn(C)n2)ccc1NCc1cscn1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,c1(*)ccn(C)n1|*NCc1cscn1,O=c1oc2ccccc2cc1Cc1cc(-c2cc[nH]n2)ccc1NCc1cscn1,0.2858497,0.2858,0.3407673,3.4506,1.0000000,501.5680,38
11.6420,32.7154,41.1705,0.6157158,CC(=O)NC(c1cc(-c2ccnc(C)c2)ccc1C1CC1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,c1(*)ccnc(C)c1|C1CC1*,O=c1oc2ccccc2cc1Cc1cc(-c2ccncc2)ccc1C1CC1,0.4275127,0.4275,0.5459991,3.1939,1.0000000,440.4990,38
16.5412,38.0372,25.1585,0.5266313,CNc1ccc(-c2ccc(-c3cnn(C)c3)cc2C(NC(C)=O)c2c(O)c3ccccc3oc2=O)cc1,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,c1(*)cn(C)nc1|*c1ccc(NC)cc1,O=c1oc2ccccc2cc1Cc1cc(-c2cn[nH]c2)ccc1-c1ccccc1,0.2917580,0.2918,0.5006074,3.2493,1.0000000,494.5510,38
18.0283,39.1206,17.3403,0.4705080,CC(=O)NC(c1cc(-c2cnc(C)cn2)ccc1NCc1ccc(C)o1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,c1(*)cnc(C)cn1|*NCc1oc(C)cc1,O=c1oc2ccccc2cc1Cc1cc(-c2cnccn2)ccc1NCc1ccco1,0.2607632,0.2608,0.3994429,3.3740,1.0000000,510.5500,38
13.7347,32.9187,29.4503,0.5197414,CC(=O)NC(c1cc(-c2cnc(C)s2)ccc1CCl)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,c1(*)cnc(C)s1|*CCl,O=c1oc2ccccc2cc1Cc1cccc(-c2cncs2)c1,0.3304358,0.3304,0.4248886,3.3420,1.0000000,454.9350,38
14.4174,52.5144,-3.3021,0.4101026,CC(=O)NC(c1cc(-c2cnc(N)nc2)ccc1NCc1cn[nH]c1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,c1(*)cnc(N)nc1|C(N*)c1cn[nH]c1,O=c1oc2ccccc2cc1Cc1cc(-c2cncnc2)ccc1NCc1cn[nH]c1,0.2118061,0.2118,0.3256411,3.4713,1.0000000,497.5150,38
17.6801,43.0810,19.5673,0.5220693,CC(=O)NC(c1cc(-c2ccnc(C)n2)ccc1-c1ccc(F)c(C)c1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,c1(*)nc(C)ncc1|c1c(*)cc(C)c(F)c1,O=c1oc2ccccc2cc1Cc1cc(-c2ccncn2)ccc1-c1ccccc1,0.2987668,0.2988,0.4762688,3.2789,1.0000000,509.5370,38
18.5958,37.1805,25.4133,0.5216156,CC(=O)NC(c1cc(-c2cc(N)ncn2)ccc1-c1ccncc1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,c1(*)ncnc(N)c1|n1ccc(*)cc1,O=c1oc2ccccc2cc1Cc1cc(-c2ccncn2)ccc1-c1ccncc1,0.3227161,0.3227,0.4397755,3.3236,1.0000000,479.4960,38
10.7071,27.5015,38.5516,0.5504421,CC(=O)NC(c1cc(-c2ncc(C)s2)ccc1N)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,c1(*)sc(C)cn1|N*,O=c1oc2ccccc2cc1Cc1cccc(-c2nccs2)c1,0.3412002,0.3412,0.4887939,3.2636,1.0000000,421.4780,38
19.5858,37.8098,23.7038,0.5126135,CC(=O)NC(c1cc(-c2cc(C)ccc2C)ccc1Nc1cccnc1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,c1(C)c(*)cc(C)cc1|N(c1cccnc1)*,O=c1oc2ccccc2cc1Cc1cc(-c2ccccc2)ccc1Nc1cccnc1,0.2393085,0.2393,0.5628753,3.1731,1.0000000,505.5740,38
15.8558,44.6663,13.3916,0.4838157,CC(=O)NC(c1cc(-c2csc(C)n2)ccc1Nc1ccn(C)n1)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,c1(C)nc(*)cs1|*Nc1ccn(C)n1,O=c1oc2ccccc2cc1Cc1cc(-c2cscn2)ccc1Nc1cc[nH]n1,0.2899418,0.2899,0.3905972,3.3852,1.0000000,501.5680,38
16.2985,35.6686,32.8552,0.5710320,CNc1ccc(Cc2nc(C)cs2)cc1C(NC(C)=O)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,c1(C*)scc(C)n1|*NC,O=c1oc2ccccc2cc1Cc1cccc(Cc2nccs2)c1,0.3826269,0.3826,0.4866379,3.2663,1.0000000,449.5320,38
18.1854,36.8770,27.7750,0.5387665,CC(=O)NC(c1cc(Cc2cc(F)ccc2O)ccc1N)c1c(O)c2ccccc2oc1=O,1,[*]c1cc(C(NC(C)=O)c2c(=O)oc3c(cccc3)c2O)c([*])cc1,c1(F)cc(C*)c(O)cc1|N*,O=c1oc2ccccc2cc1Cc1cccc(Cc2ccccc2)c1,0.2722221,0.2722,0.5744846,3.1587,1.0000000,448.4500,38
